Times,Género,Nivel máximo de estudios,Alcaldía,Edad,¿Has escuchado alguna vez sobre la existencia de la violencia de género?,¿Consideras un problema la violencia de género?,¿Alguna ves has presenciado violencia de género?,¿Donde has presenciado violencia de género?,¿Cuáles crees que podrían ser formas de Violencia de género?,¿Por qué motivo crees que se dé la violencia de género?,¿Dentro de tu núcleo familiar has visto alguna vez violencia de género?,¿Qué te provoca esta encuesta?,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 9:54:43,Mujer,Universidad,Otro,25,Sí,Sí,Sí,"En la familia, Circulo social",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:00:12,Mujer,Universidad,Otro,43,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Todas las anteriores,Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:00:23,Mujer,Preparatoria,Álvaro Obregón,19,Sí,Sí,Sí,En la familia,Todas las anteriores,"Falta de educacion, Costumbre familiar",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:01:09,Mujer,Universidad,Coyoacán,36,Sí,Tal vez,No,Ninguno,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:02:14,Mujer,Universidad,Cuauhtémoc,35,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, Parque, mercado",Todas las anteriores,"Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:06:33,Mujer,Universidad,Gustavo A. Madero,40,Sí,Sí,Sí,"En la familia, En el trabajo","Todas las anteriores, Ningunear e ignorar","Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:07:23,Mujer,Universidad,Otro,49,Sí,Sí,Sí,"En alguna institución (gobierno, salud, etc.)","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades, Falta de difusión",Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:12:25,Mujer,Universidad,Cuauhtémoc,43,Sí,No,Sí,Amistades,Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Falta de cultura",No,Indiferencia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:15:51,Mujer,Universidad,Iztapalapa,23,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades, Falta de difusión",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:16:18,Mujer,Preparatoria,Otro,42,Sí,Sí,Sí,En la escuela,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:17:31,Mujer,Maestría,Otro,35,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:19:02,Mujer,Universidad,Gustavo A. Madero,21,Sí,Sí,Tal vez,"En la familia, En la escuela",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:26:01,Mujer,Preparatoria,Tláhuac,19,Sí,Sí,Tal vez,"En la familia, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,Tal vez,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:26:28,Mujer,Preparatoria,Otro,44,Sí,Sí,No,Ninguno,Todas las anteriores,"Falta de educacion, Costumbre familiar, Nivel socio económico",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:30:39,Mujer,Maestría,Miguel Hidalgo,47,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:31:29,Mujer,Preparatoria,Coyoacán,19,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.), Todas las anteriores","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades, Falta de difusión",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:33:31,Mujer,Universidad,Xochimilco,33,Sí,Sí,Sí,En la calle,"Golpear, empujar",Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:34:24,Mujer,Universidad,Tláhuac,42,Sí,Sí,Sí,En la familia,Todas las anteriores,Falta de educacion,Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:35:18,Mujer,Preparatoria,Gustavo A. Madero,47,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:35:25,Mujer,Universidad,Otro,37,Sí,Sí,Sí,"En la familia, En el trabajo, En alguna institución (gobierno, salud, etc.)","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores",Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:35:40,Mujer,Universidad,Otro,40,Sí,Sí,Sí,"En la familia, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Religión, Costumbre familiar, Negligencia por parte de las autoridades, Apariencia física",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:36:09,Mujer,Universidad,Azcapotzalco,42,Sí,Sí,No,Ninguno,Humillar,Apariencia física,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:37:03,Mujer,Maestría,Venustiano Carranza,32,Tal vez,No,No,Ninguno,Todas las anteriores,Falta de educacion,No,Indiferencia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:38:55,Mujer,Universidad,Otro,51,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:39:17,Mujer,Universidad,Coyoacán,25,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Falta de educacion,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:39:39,Mujer,Universidad,Coyoacán,40,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:42:26,Mujer,Universidad,Otro,31,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:44:21,Mujer,Universidad,Álvaro Obregón,28,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela",Todas las anteriores,"Costumbre familiar, Falta de cultura",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:45:03,Mujer,Preparatoria,Iztapalapa,19,Sí,Sí,Sí,En la familia,Todas las anteriores,"Falta de educacion, Costumbre familiar, Nivel socio económico",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:45:52,Mujer,Universidad,Iztapalapa,21,Sí,Sí,Sí,"En la familia, En el trabajo",Todas las anteriores,Apariencia física,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:47:31,Mujer,Universidad,Otro,42,Sí,Sí,No,Ninguno,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:47:32,Mujer,Universidad,Otro,32,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:51:52,Mujer,Universidad,Venustiano Carranza,32,Sí,No,No,Ninguno,Ninguna,Ninguna,No,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:52:10,Mujer,Maestría,Coyoacán,43,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:52:58,Mujer,Universidad,Tlalpan,44,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:53:08,Mujer,Universidad,Otro,28,Sí,Sí,Sí,"En la familia, En alguna institución (gobierno, salud, etc.), Bares, en la calle",Todas las anteriores,"Falta de educacion, Costumbre familiar",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:54:55,Mujer,Preparatoria,Azcapotzalco,21,Sí,Sí,Sí,"En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Falta de difusión,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:55:00,Mujer,Universidad,Gustavo A. Madero,28,Sí,Sí,No,Ninguno,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:55:12,Mujer,Universidad,Gustavo A. Madero,33,Sí,Sí,Sí,Con una amiga cercana ,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:55:27,Mujer,Universidad,Gustavo A. Madero,23,Sí,Sí,Sí,Calle y escuela,Todas las anteriores,"Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades, Nivel educativo",Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 10:59:07,Mujer,Universidad,Gustavo A. Madero,29,Sí,Sí,Sí,"En el trabajo, En la escuela","Todas las anteriores, Discriminación laboral","Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades, Apariencia física, Nivel socio económico",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:00:11,Mujer,Doctorado,Benito Juárez,36,Sí,Sí,Sí,"Todas las anteriores, En espacios públicos","Todas las anteriores, Ignorar","Todas las anteriores, Tradicionalismos",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:00:48,Mujer,Universidad,Venustiano Carranza,23,Sí,Sí,Tal vez,En la escuela,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Humillar","Falta de educacion, Costumbre familiar",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:01:27,Mujer,Universidad,Iztapalapa,46,Sí,Sí,Sí,Todas las anteriores,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Todas las anteriores, Ninguna",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:03:16,Mujer,Universidad,Otro,19,Sí,Sí,Sí,"En el trabajo, En la escuela",Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:04:19,Mujer,Universidad,Gustavo A. Madero,21,Sí,Sí,Sí,"En el trabajo, En la escuela","Abuso verbal, Todas las anteriores","Falta de educacion, Costumbre familiar, Falta de cultura",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:13:40,Mujer,Preparatoria,Tlalpan,29,Sí,Sí,Sí,Todas las anteriores,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:14:38,Mujer,Universidad,Tlalpan,37,Sí,Sí,Sí,En el trabajo,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores",Falta de educacion,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:23:01,Mujer,Preparatoria,Tláhuac,22,Sí,Sí,Sí,En la familia,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:24:24,Mujer,Maestría,Otro,63,Sí,Sí,Sí,"En la familia, En el trabajo","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores",Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:25:19,Mujer,Universidad,Otro,39,Sí,Sí,Sí,"En la familia, En el trabajo",Todas las anteriores,"Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:27:23,Mujer,Universidad,Otro,30,Sí,Sí,Sí,"En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:30:13,Mujer,Preparatoria,Otro,52,Sí,Sí,Sí,"En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Costumbre familiar, Nivel educativo",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:35:06,Mujer,Preparatoria,Venustiano Carranza,26,Sí,Sí,Sí,"En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 11:39:15,Mujer,Universidad,Otro,39,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 12:06:00,Hombre,Universidad,Benito Juárez,55,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 12:06:28,Mujer,Universidad,Otro,28,Sí,Sí,Tal vez,"En la familia, En el trabajo","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 12:13:09,Hombre,Universidad,Venustiano Carranza,40,Sí,Sí,No,Ninguno,Todas las anteriores,"Falta de educacion, Nivel educativo, Nivel socio económico",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 12:17:53,Mujer,Universidad,Otro,42,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 12:18:58,Mujer,Universidad,Otro,46,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Nivel educativo",Sí,Apoyarte,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 12:23:03,Mujer,Maestría,Otro,72,Sí,Sí,Sí,"Todas las anteriores, En la calle",Todas las anteriores,Todas las anteriores,Tal vez,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 12:32:59,Mujer,Maestría,Venustiano Carranza,32,Sí,Sí,Sí,Vecinos,Todas las anteriores,Todas las anteriores,Sí,Indiferencia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 12:57:02,Mujer,Universidad,Venustiano Carranza,52,Sí,Sí,Sí,"En la familia, En el trabajo",Todas las anteriores,Falta de educacion,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 13:05:04,Mujer,Preparatoria,Gustavo A. Madero,26,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 13:09:19,Mujer,Maestría,Benito Juárez,47,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 13:16:19,Mujer,Universidad,Gustavo A. Madero,35,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 13:20:48,Hombre,Universidad,Venustiano Carranza,28,Sí,Sí,No,Ninguno,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Costumbre familiar, Falta de cultura",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 13:25:51,Mujer,Universidad,Otro,42,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 13:28:35,Mujer,Universidad,Iztapalapa,41,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 13:30:52,Prefiero no decirlo,Preparatoria,Benito Juárez,52,Sí,Sí,Sí,"En la familia, Todas las anteriores",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 13:34:30,Mujer,Universidad,Otro,40,Sí,Sí,Sí,"En la familia, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 13:49:54,Mujer,Preparatoria,Azcapotzalco,27,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Costumbre familiar,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 14:04:58,Mujer,Universidad,La Magdalena Contreras,38,Sí,Sí,Tal vez,Ninguno,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 14:12:38,Mujer,Universidad,Otro,37,Sí,Sí,Sí,Transporte público. Vecinos.,Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Nivel educativo, Nivel socio económico",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 14:17:21,Hombre,Universidad,Venustiano Carranza,36,Sí,Sí,Sí,"En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Falta de educacion, Costumbre familiar, Falta de cultura, Nivel educativo",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 14:24:50,Mujer,Universidad,Otro,27,Sí,Sí,Sí,"En la familia, En la escuela",Todas las anteriores,"Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 14:26:39,Mujer,Universidad,Otro,34,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Nivel educativo, Nivel socio económico",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 15:00:38,Mujer,Universidad,Venustiano Carranza,28,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 15:02:05,Mujer,Preparatoria,Cuauhtémoc,25,Sí,Sí,Sí,Todas las anteriores,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual","Falta de educacion, Costumbre familiar, Falta de cultura",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 15:03:01,Mujer,Preparatoria,Iztapalapa,32,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 15:03:44,Mujer,Preparatoria,Coyoacán,42,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico, Falta de difusión, Todas las anteriores",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 15:07:50,Mujer,Universidad,Gustavo A. Madero,20,Sí,Sí,Sí,"En la familia, En la escuela",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 15:24:30,Mujer,Preparatoria,Venustiano Carranza,33,Sí,Sí,Sí,"En el trabajo, En la escuela",Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 15:26:53,Mujer,Universidad,Venustiano Carranza,22,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 15:39:01,Mujer,Secundaria,Venustiano Carranza,39,Sí,Sí,Sí,En la familia,Todas las anteriores,Falta de educacion,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 15:52:43,Mujer,Preparatoria,Otro,41,Sí,Sí,Sí,En la familia,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Negligencia por parte de las autoridades",Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:07:49,Mujer,Universidad,Iztacalco,59,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:08:52,Prefiero no decirlo,Universidad,Miguel Hidalgo,34,Sí,Sí,Sí,"En la familia, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Religión, Costumbre familiar, Falta de cultura",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:21:02,Mujer,Preparatoria,Gustavo A. Madero,50,Sí,Sí,Sí,En la familia,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual",Falta de educacion,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:25:12,Mujer,Preparatoria,Iztacalco,36,Sí,Sí,Sí,"En la familia, En el trabajo",Todas las anteriores,"Falta de educacion, Costumbre familiar, Falta de cultura, Nivel educativo, Falta de difusión",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:27:56,Hombre,Universidad,Venustiano Carranza,50,Sí,Sí,Sí,"En la familia, En el trabajo, Todas las anteriores","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico, Falta de difusión, Todas las anteriores",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:33:52,Mujer,Universidad,Iztapalapa,22,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:38:55,Mujer,Universidad,Venustiano Carranza,40,Sí,Sí,Sí,"En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.)","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico, Falta de difusión, Todas las anteriores",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:44:19,Mujer,Universidad,Otro,35,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.)","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico",Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:44:42,Mujer,Universidad,Otro,30,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico, Falta de difusión, Todas las anteriores",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:47:07,Hombre,Universidad,Venustiano Carranza,66,Sí,Sí,Sí,En la familia,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores",Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:47:40,Mujer,Universidad,Otro,47,Sí,Sí,No,Ninguno,Todas las anteriores,Falta de cultura,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:51:04,Mujer,Universidad,Venustiano Carranza,27,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 16:52:49,Mujer,Universidad,Venustiano Carranza,38,Sí,Sí,No,"Tiendas comerciales, en la calle, etc",Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 17:00:50,Mujer,Preparatoria,Venustiano Carranza,26,Sí,Sí,Sí,"En la familia, En la escuela","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Humillar, Acosar, Abuso sexual","Falta de educacion, Costumbre familiar, Falta de cultura",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 17:13:41,Mujer,Preparatoria,Cuajimalpa de Morelos,16,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades, Falta de difusión",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 17:21:07,Mujer,Preparatoria,Venustiano Carranza,36,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Costumbre familiar, Falta de cultura",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
